-28.50,22.50
-27.50,22.50
-26.50,22.50
-25.50,22.50
-25.50,23.50
-25.50,24.50
-24.50,22.50
-24.50,24.50
-24.50,25.50
-24.50,26.50
-23.50,22.50
-23.50,26.50
-23.50,27.50
-22.50,22.50
-22.50,27.50
-22.50,28.50
-21.50,22.50
-20.50,22.50
-19.50,-5.50
-19.50,-4.50
-19.50,-3.50
-19.50,22.50
-18.50,-6.50
-18.50,-5.50
-18.50,-4.50
-18.50,-3.50
-18.50,-2.50
-18.50,-1.50
-18.50,-0.50
-18.50,0.50
-18.50,1.50
-18.50,2.50
-18.50,22.50
-17.50,-5.50
-17.50,-4.50
-17.50,-3.50
-17.50,-2.50
-17.50,-1.50
-17.50,0.50
-17.50,2.50
-17.50,3.50
-17.50,4.50
-17.50,22.50
-16.50,-8.50
-16.50,-7.50
-16.50,-6.50
-16.50,-5.50
-16.50,-4.50
-16.50,-3.50
-16.50,-2.50
-16.50,-1.50
-16.50,-0.50
-16.50,0.50
-16.50,1.50
-16.50,2.50
-16.50,3.50
-16.50,4.50
-16.50,5.50
-16.50,22.50
-15.50,-8.50
-15.50,-7.50
-15.50,-6.50
-15.50,-3.50
-15.50,-2.50
-15.50,-1.50
-15.50,-0.50
-15.50,0.50
-15.50,1.50
-15.50,2.50
-15.50,3.50
-15.50,4.50
-15.50,5.50
-15.50,22.50
-14.50,-11.50
-14.50,-9.50
-14.50,-8.50
-14.50,-7.50
-14.50,-6.50
-14.50,-2.50
-14.50,-1.50
-14.50,-0.50
-14.50,2.50
-14.50,3.50
-14.50,5.50
-14.50,22.50
-13.50,-11.50
-13.50,-10.50
-13.50,-9.50
-13.50,-8.50
-13.50,-4.50
-13.50,-3.50
-13.50,-2.50
-13.50,3.50
-13.50,4.50
-13.50,5.50
-13.50,22.50
-12.50,-14.50
-12.50,-13.50
-12.50,-12.50
-12.50,-11.50
-12.50,-10.50
-12.50,-9.50
-12.50,-8.50
-12.50,-7.50
-12.50,-6.50
-12.50,-5.50
-12.50,-4.50
-12.50,-2.50
-12.50,-1.50
-12.50,1.50
-12.50,2.50
-12.50,3.50
-12.50,4.50
-12.50,5.50
-12.50,22.50
-11.50,-18.50
-11.50,-17.50
-11.50,-16.50
-11.50,-15.50
-11.50,-14.50
-11.50,-13.50
-11.50,-12.50
-11.50,-11.50
-11.50,-10.50
-11.50,-9.50
-11.50,-8.50
-11.50,-1.50
-11.50,-0.50
-11.50,0.50
-11.50,1.50
-11.50,2.50
-11.50,3.50
-11.50,4.50
-11.50,5.50
-11.50,22.50
-10.50,-19.50
-10.50,-18.50
-10.50,-17.50
-10.50,-16.50
-10.50,-15.50
-10.50,-14.50
-10.50,-13.50
-10.50,-12.50
-10.50,-11.50
-10.50,-1.50
-10.50,-0.50
-10.50,0.50
-10.50,1.50
-10.50,2.50
-10.50,3.50
-10.50,4.50
-10.50,5.50
-10.50,6.50
-10.50,7.50
-10.50,22.50
-9.50,-12.50
-9.50,-11.50
-9.50,-1.50
-9.50,-0.50
-9.50,0.50
-9.50,1.50
-9.50,2.50
-9.50,3.50
-9.50,4.50
-9.50,5.50
-9.50,6.50
-9.50,7.50
-9.50,22.50
-8.50,-11.50
-8.50,4.50
-8.50,5.50
-8.50,6.50
-8.50,7.50
-8.50,22.50
-7.50,-13.50
-7.50,-12.50
-7.50,-11.50
-7.50,4.50
-7.50,5.50
-7.50,6.50
-7.50,7.50
-7.50,22.50
-6.50,-15.50
-6.50,-14.50
-6.50,-13.50
-6.50,-12.50
-6.50,-11.50
-6.50,-0.50
-6.50,0.50
-6.50,1.50
-6.50,2.50
-6.50,3.50
-6.50,4.50
-6.50,5.50
-6.50,6.50
-6.50,7.50
-6.50,8.50
-6.50,9.50
-6.50,10.50
-6.50,11.50
-6.50,12.50
-6.50,13.50
-6.50,14.50
-6.50,15.50
-6.50,16.50
-6.50,17.50
-6.50,22.50
-5.50,-17.50
-5.50,-16.50
-5.50,-15.50
-5.50,-14.50
-5.50,-13.50
-5.50,0.50
-5.50,1.50
-5.50,2.50
-5.50,3.50
-5.50,4.50
-5.50,5.50
-5.50,6.50
-5.50,7.50
-5.50,8.50
-5.50,9.50
-5.50,10.50
-5.50,11.50
-5.50,12.50
-5.50,13.50
-5.50,14.50
-5.50,15.50
-5.50,16.50
-5.50,17.50
-5.50,18.50
-5.50,21.50
-5.50,22.50
-4.50,-17.50
-4.50,-16.50
-4.50,-15.50
-4.50,-14.50
-4.50,-13.50
-4.50,-12.50
-4.50,0.50
-4.50,1.50
-4.50,2.50
-4.50,3.50
-4.50,4.50
-4.50,5.50
-4.50,6.50
-4.50,7.50
-4.50,18.50
-4.50,19.50
-4.50,20.50
-4.50,21.50
-3.50,-17.50
-3.50,-12.50
-3.50,-11.50
-3.50,6.50
-3.50,7.50
-3.50,18.50
-3.50,19.50
-3.50,20.50
-3.50,21.50
-2.50,-17.50
-2.50,-16.50
-2.50,-15.50
-2.50,-14.50
-2.50,-13.50
-2.50,5.50
-2.50,6.50
-2.50,7.50
-2.50,18.50
-2.50,19.50
-2.50,20.50
-1.50,-18.50
-1.50,-17.50
-1.50,-16.50
-1.50,-15.50
-1.50,-14.50
-1.50,-13.50
-1.50,-12.50
-1.50,-11.50
-1.50,-10.50
-1.50,3.50
-1.50,4.50
-1.50,5.50
-1.50,6.50
-1.50,17.50
-1.50,18.50
-1.50,19.50
-0.50,-16.50
-0.50,-15.50
-0.50,-14.50
-0.50,-13.50
-0.50,-12.50
-0.50,-10.50
-0.50,-9.50
-0.50,1.50
-0.50,2.50
-0.50,3.50
-0.50,4.50
-0.50,5.50
-0.50,18.50
-0.50,19.50
-0.50,20.50
-0.50,21.50
0.50,-12.50
0.50,-11.50
0.50,-10.50
0.50,-9.50
0.50,-8.50
0.50,1.50
0.50,2.50
0.50,3.50
0.50,4.50
0.50,5.50
0.50,6.50
0.50,7.50
0.50,8.50
0.50,9.50
0.50,10.50
0.50,11.50
