-13.50,4.50
-12.50,-6.50
-12.50,4.50
-12.50,5.50
-11.50,-6.50
-11.50,-5.50
-11.50,4.50
-11.50,5.50
-11.50,6.50
-10.50,-0.50
-10.50,4.50
-10.50,5.50
-10.50,6.50
-9.50,-1.50
-9.50,-0.50
-9.50,5.50
-9.50,6.50
-8.50,-3.50
-8.50,-2.50
-8.50,-1.50
-8.50,6.50
-7.50,-5.50
-7.50,-4.50
-7.50,-3.50
-7.50,6.50
-6.50,-6.50
-6.50,-5.50
-6.50,6.50
-5.50,-6.50
-5.50,6.50
-4.50,-6.50
-4.50,-5.50
-4.50,-4.50
-4.50,-3.50
-4.50,6.50
-3.50,-6.50
-3.50,-3.50
-3.50,-2.50
-3.50,-1.50
-3.50,-0.50
-3.50,6.50
-3.50,7.50
-2.50,-6.50
-2.50,-4.50
-2.50,-0.50
-2.50,0.50
-2.50,1.50
-2.50,6.50
-2.50,7.50
-2.50,8.50
-2.50,9.50
-1.50,-6.50
-1.50,-5.50
-1.50,-4.50
-1.50,-3.50
-1.50,-2.50
-1.50,1.50
-1.50,2.50
-1.50,3.50
-1.50,4.50
-1.50,5.50
-1.50,6.50
-1.50,7.50
-1.50,8.50
-1.50,9.50
-1.50,10.50
-1.50,11.50
-1.50,12.50
-1.50,13.50
-1.50,14.50
-0.50,-6.50
-0.50,-5.50
-0.50,-4.50
-0.50,-3.50
-0.50,-2.50
-0.50,4.50
-0.50,5.50
-0.50,8.50
-0.50,9.50
-0.50,10.50
-0.50,11.50
-0.50,12.50
-0.50,14.50
0.50,-6.50
0.50,-4.50
0.50,-3.50
0.50,-2.50
0.50,-1.50
0.50,3.50
0.50,4.50
0.50,5.50
0.50,10.50
0.50,11.50
0.50,12.50
0.50,14.50
1.50,-6.50
1.50,-5.50
1.50,-2.50
1.50,-1.50
1.50,-0.50
1.50,0.50
1.50,1.50
1.50,2.50
1.50,3.50
1.50,4.50
1.50,5.50
1.50,6.50
1.50,7.50
1.50,8.50
1.50,9.50
1.50,10.50
1.50,11.50
1.50,12.50
1.50,13.50
1.50,14.50
2.50,-7.50
2.50,-6.50
2.50,-5.50
2.50,-4.50
2.50,-3.50
2.50,-2.50
2.50,-1.50
2.50,-0.50
2.50,0.50
2.50,1.50
2.50,2.50
2.50,3.50
2.50,4.50
2.50,5.50
2.50,6.50
2.50,7.50
2.50,8.50
2.50,9.50
2.50,10.50
2.50,11.50
2.50,12.50
2.50,13.50
3.50,-1.50
3.50,-0.50
3.50,0.50
3.50,1.50
3.50,8.50
3.50,9.50
3.50,10.50
3.50,11.50
3.50,12.50
4.50,-1.50
4.50,-0.50
4.50,7.50
4.50,8.50
4.50,9.50
4.50,10.50
4.50,11.50
5.50,-1.50
5.50,-0.50
5.50,0.50
5.50,9.50
5.50,10.50
5.50,11.50
5.50,12.50
6.50,-1.50
6.50,0.50
6.50,1.50
6.50,2.50
6.50,11.50
6.50,12.50
6.50,13.50
7.50,-1.50
7.50,2.50
7.50,3.50
7.50,12.50
7.50,13.50
7.50,14.50
8.50,-1.50
8.50,3.50
8.50,12.50
8.50,13.50
8.50,14.50
9.50,-6.50
9.50,-5.50
9.50,-4.50
9.50,-3.50
9.50,-2.50
9.50,-1.50
9.50,-0.50
9.50,0.50
9.50,1.50
9.50,2.50
9.50,3.50
9.50,9.50
9.50,10.50
9.50,11.50
9.50,12.50
9.50,14.50
10.50,-7.50
10.50,-6.50
10.50,-5.50
10.50,-4.50
10.50,-3.50
10.50,-2.50
10.50,2.50
10.50,3.50
10.50,8.50
10.50,9.50
11.50,-7.50
11.50,-6.50
11.50,-5.50
11.50,-4.50
11.50,-3.50
11.50,-2.50
11.50,-1.50
11.50,-0.50
11.50,3.50
11.50,8.50
11.50,9.50
12.50,-7.50
12.50,-6.50
12.50,-5.50
12.50,-4.50
12.50,-3.50
12.50,2.50
12.50,3.50
12.50,8.50
12.50,9.50
12.50,10.50
12.50,11.50
13.50,-7.50
13.50,-6.50
13.50,-5.50
13.50,-4.50
13.50,9.50
13.50,10.50
13.50,11.50
13.50,12.50
13.50,13.50
14.50,-7.50
14.50,-6.50
14.50,-5.50
14.50,-4.50
14.50,-3.50
14.50,-2.50
14.50,-1.50
14.50,-0.50
14.50,0.50
14.50,1.50
14.50,2.50
14.50,3.50
14.50,13.50
14.50,14.50
15.50,-6.50
15.50,-5.50
15.50,-4.50
15.50,-3.50
15.50,-2.50
15.50,-1.50
15.50,-0.50
15.50,4.50
15.50,5.50
15.50,6.50
15.50,7.50
15.50,14.50
16.50,-6.50
16.50,-5.50
16.50,-4.50
16.50,-3.50
16.50,-2.50
16.50,-1.50
16.50,-0.50
16.50,7.50
16.50,8.50
16.50,9.50
16.50,14.50
17.50,-6.50
17.50,-5.50
17.50,-4.50
17.50,-3.50
17.50,-2.50
17.50,-1.50
17.50,-0.50
17.50,10.50
17.50,11.50
17.50,12.50
17.50,13.50
17.50,14.50
18.50,-4.50
18.50,-3.50
18.50,-2.50
18.50,-1.50
18.50,-0.50
18.50,12.50
18.50,13.50
18.50,14.50
19.50,-2.50
19.50,-1.50
19.50,-0.50
19.50,11.50
19.50,12.50
20.50,-4.50
20.50,-3.50
20.50,-2.50
20.50,-1.50
20.50,-0.50
20.50,9.50
20.50,10.50
20.50,11.50
21.50,-7.50
21.50,-6.50
21.50,-5.50
21.50,-4.50
21.50,-3.50
21.50,-2.50
21.50,-1.50
21.50,-0.50
22.50,-7.50
22.50,-6.50
22.50,-5.50
22.50,-4.50
22.50,-3.50
22.50,-2.50
22.50,-1.50
22.50,-0.50
23.50,-7.50
23.50,-6.50
23.50,-5.50
23.50,-4.50
23.50,-3.50
23.50,-2.50
23.50,-1.50
24.50,-6.50
24.50,-5.50
24.50,-4.50
24.50,-3.50
25.50,-7.50
25.50,-6.50
25.50,-5.50
25.50,-4.50
25.50,-3.50
25.50,-2.50
25.50,6.50
26.50,-6.50
26.50,-5.50
26.50,-4.50
26.50,-3.50
26.50,-2.50
26.50,-1.50
26.50,-0.50
26.50,6.50
27.50,-1.50
27.50,-0.50
27.50,6.50
27.50,7.50
27.50,8.50
28.50,-2.50
28.50,-1.50
28.50,-0.50
29.50,-1.50
29.50,-0.50
30.50,-1.50
30.50,-0.50
31.50,-2.50
31.50,-1.50
31.50,-0.50
31.50,0.50
31.50,1.50
32.50,-1.50
32.50,-0.50
32.50,0.50
32.50,1.50
32.50,2.50
32.50,3.50
33.50,-2.50
33.50,-1.50
33.50,-0.50
33.50,0.50
33.50,1.50
33.50,2.50
33.50,3.50
33.50,4.50
34.50,-6.50
34.50,-5.50
34.50,-4.50
34.50,-3.50
34.50,-2.50
34.50,-1.50
34.50,-0.50
34.50,0.50
34.50,1.50
34.50,2.50
34.50,3.50
34.50,4.50
35.50,-6.50
35.50,-5.50
35.50,-4.50
35.50,-3.50
35.50,-2.50
35.50,-1.50
35.50,-0.50
35.50,2.50
35.50,3.50
35.50,4.50
36.50,-6.50
36.50,-5.50
36.50,-4.50
36.50,-3.50
36.50,-1.50
36.50,-0.50
36.50,3.50
36.50,4.50
37.50,-6.50
37.50,-5.50
37.50,-4.50
37.50,-3.50
37.50,-2.50
37.50,-1.50
